0.572,0.0971,103125,0.178,0.934,7,0.0824,-15.84,1,0.0351,169.534,4,0.0458,42
0.000912,0.484,145382,0.929,0.0968,9,0.344,-4.552,0,0.119,138.36,4,0.596,39
0.247,0.466,272000,0.513,0,4,0.0934,-9.816,1,0.108,110.186,4,0.235,9
0.383,0.173,151745,0.461,0.785,7,0.344,-6.373,0,0.0327,95.243,4,0.105,6
0.0614,0.756,236348,0.472,9.80E-06,5,0.0871,-9.644,0,0.0726,114.96,4,0.519,29
0.153,0.362,224120,0.449,0.000177,9,0.16,-7.7,1,0.0474,97.876,5,0.197,45
0.679,0.718,205822,0.695,2.84E-06,5,0.0902,-6.039,1,0.213,142.109,4,0.467,44
0.041,0.829,128000,0.727,4.24E-05,1,0.121,-8.942,1,0.122,122.049,4,0.895,40
0.0237,0.586,207173,0.569,0,1,0.179,-6.507,0,0.0649,132.712,4,0.65,45
0.104,0.532,195920,0.723,9.28E-06,0,0.114,-4.691,1,0.0449,125.071,4,0.181,51
0.558,0.616,281958,0.419,0.000348,9,0.0636,-9.31,0,0.0303,138.985,4,0.328,41
0.417,0.589,222387,0.745,0,0,0.195,-3.821,1,0.0288,131.912,4,0.484,33
0.0932,0.669,206821,0.827,0,8,0.24,-5.426,0,0.257,116.14,5,0.298,7
0.207,0.844,178405,0.931,0,11,0.119,-2.01,0,0.239,139.924,4,0.849,40
0.616,0.732,200352,0.494,0.000481,4,0.109,-10.033,1,0.0328,115.857,4,0.765,39
0.892,0.766,103036,0.338,0.479,0,0.105,-13.111,1,0.546,84.026,4,0.673,32
0.0224,0.402,318800,0.864,6.97E-06,6,0.0777,-5.316,1,0.0481,117.281,4,0.487,37
8.66E-05,0.526,235779,0.482,0.557,9,0.429,-6.358,1,0.035,84.968,4,0.04,39
0.652,0.748,195362,0.694,0,4,0.725,-7.042,0,0.16,125.195,4,0.601,45
0.433,0.359,421244,0.573,0.00139,9,0.354,-8.92,0,0.0503,148.029,4,0.352,42
0.696,0.783,251992,0.432,1.05E-06,0,0.0382,-5.551,1,0.034,136.092,3,0.72,49
0.396,0.882,120935,0.188,0.828,0,0.0977,-8.841,1,0.304,86.684,4,0.79,45
0.00456,0.712,232500,0.395,0.166,7,0.116,-11.485,0,0.0506,127.998,4,0.733,9
0.504,0.841,207652,0.402,3.17E-06,9,0.0984,-10.882,1,0.076,115.024,4,0.542,30
0.000381,0.808,144405,0.695,0.93,10,0.112,-7.947,0,0.0684,122.969,4,0.564,6
0.056,0.526,194758,0.982,0.00677,6,0.349,-2.099,0,0.0769,123.958,4,0.651,15
0.057,0.793,235747,0.574,0.000836,4,0.0864,-5.666,0,0.0338,114.014,4,0.4,36
0.53,0.597,204080,0.722,0.000804,5,0.236,-5.861,1,0.125,99.69,4,0.749,44
0.379,0.735,186667,0.819,0,0,0.0423,-4.809,1,0.124,90.039,4,0.616,52
0.191,0.681,194120,0.514,0.0207,1,0.0983,-6.272,0,0.0676,150.979,4,0.145,48
0.0825,0.795,401960,0.607,0.0164,4,0.079,-6.784,1,0.0321,94.972,4,0.863,37
0.00245,0.695,166253,0.818,3.36E-06,6,0.305,-5.532,0,0.0482,102.976,4,0.599,47
0.00493,0.808,89156,0.863,0.811,9,0.381,-6.045,1,0.0412,140.039,4,0.359,44
0.69,0.413,221933,0.272,7.04E-06,0,0.18,-10.388,1,0.0301,113.648,4,0.119,41
0.377,0.497,147788,0.383,2.53E-06,9,0.725,-13.44,1,0.0299,209.747,3,0.884,50
0.0316,0.805,144405,0.695,0.931,5,0.155,-8.57,1,0.0425,123.021,4,0.904,31
0.764,0.591,221414,0.321,0.00361,2,0.104,-12.122,1,0.0297,109.936,4,0.567,43
0.0531,0.691,184782,0.804,0.134,2,0.366,-4.38,0,0.0364,126.039,4,0.473,40
0.0761,0.465,251854,0.725,0,0,0.141,-3.495,1,0.038,179.872,4,0.32,50
0.291,0.339,534752,0.911,0.928,7,0.0896,-6.393,0,0.142,125.479,4,0.441,35
0.122,0.745,216393,0.842,0,1,0.074,-3.807,1,0.043,121.969,4,0.448,40
0.314,0.53,174000,0.797,0,8,0.406,-7.292,0,0.389,79.928,4,0.566,41
0.00354,0.66,256508,0.415,0.000518,4,0.169,-15.016,1,0.151,90.384,4,0.537,45
0.194,0.796,241244,0.331,0,0,0.159,-9.903,1,0.0521,137.968,4,0.632,39
0.00143,0.437,179293,0.978,0,1,0.36,-3.945,1,0.109,162.018,4,0.653,40
0.198,0.569,227330,0.659,0.00618,0,0.142,-6.839,1,0.083,167.893,4,0.612,39
0.38,0.626,216942,0.838,0,10,0.212,-5.042,1,0.0518,110.023,4,0.131,43
0.0554,0.868,170553,0.721,0.000265,0,0.117,-9.673,1,0.0462,120.977,4,0.904,42
0.0379,0.975,39457,0.104,0.0043,4,0.101,-9.714,1,0.275,122.082,4,0.215,14
0.0478,0.411,209738,0.854,0.00422,0,0.0997,-4.487,0,0.0429,116.213,1,0.179,18
0.096,0.717,202320,0.814,0.000217,11,0.0631,-5.744,0,0.0665,93.021,4,0.535,52
0.28,0.747,197076,0.634,0,1,0.0653,-5.834,1,0.1,103.849,4,0.451,34
0.0524,0.858,150912,0.405,0.0788,6,0.0997,-7.575,0,0.431,139.936,4,0.228,39
0.172,0.866,163387,0.576,1.56E-06,5,0.13,-8.851,1,0.209,150.079,4,0.713,40
0.00634,0.804,230323,0.982,0.863,2,0.185,-6.419,0,0.0698,124,4,0.405,41
0.0832,0.563,74340,0.811,0.872,4,0.281,-4.296,0,0.0528,78.044,4,0.837,25
0.233,0.819,252880,0.539,0,1,0.181,-4.901,1,0.111,80.024,4,0.55,49
0.706,0.429,341213,0.368,1.96E-06,8,0.294,-14.071,1,0.0404,111.348,4,0.596,45
0.794,0.901,130946,0.228,0.882,7,0.132,-16.019,0,0.259,88.047,4,0.828,27
0.169,0.829,251429,0.664,0.000927,7,0.262,-4.191,1,0.0435,126.017,4,0.432,49
0.339,0.598,224339,0.88,0,9,0.121,-4.171,0,0.208,146.066,4,0.759,9
0.0873,0.794,223081,0.646,0,8,0.282,-6.852,1,0.235,139.97,4,0.711,52
0.112,0.8,241587,0.749,0,0,0.334,-4.548,1,0.0593,115.076,4,0.247,44
0.00121,0.804,258173,0.68,0.0137,4,0.063,-6.371,0,0.064,122.994,4,0.717,22
0.0549,0.59,297699,0.494,0,2,0.0704,-7.076,0,0.0654,140.032,4,0.249,45
0.00976,0.412,256000,0.783,0.00235,2,0.137,-7.384,1,0.0328,99.96,4,0.305,33
0.256,0.83,166168,0.601,0,9,0.107,-8.023,1,0.347,133.998,4,0.631,38
0.000751,0.413,186120,0.987,0.00266,2,0.515,-3.096,1,0.104,163.084,4,0.352,48
0.504,0.591,200147,0.532,0,4,0.145,-5.446,1,0.0293,145.971,3,0.585,39
0.0811,0.506,189996,0.807,0.000428,1,0.296,-4.442,0,0.0541,123.896,4,0.556,39
0.567,0.637,207645,0.489,0,7,0.246,-6.779,0,0.129,81.016,4,0.403,47
0.528,0.845,189987,0.665,0.000131,11,0.156,-4.958,1,0.203,128.069,4,0.251,45
0.921,0.347,245856,0.127,0.000117,6,0.0793,-14.761,0,0.053,164.922,3,0.354,41
0.446,0.735,241907,0.49,3.52E-06,5,0.129,-4.937,1,0.0299,135.159,4,0.89,47
0.0506,0.965,136107,0.834,8.58E-06,5,0.106,-5.781,0,0.287,127.031,4,0.316,43
0.00299,0.739,188800,0.847,0,9,0.49,-3.709,1,0.0682,100.003,4,0.539,51
0.603,0.645,251983,0.485,0.0191,6,0.0914,-8.943,1,0.0281,148.945,3,0.596,48
0.252,0.714,170899,0.897,0,1,0.195,-1.557,0,0.302,149.218,4,0.484,39
0.031,0.526,284598,0.671,0,0,0.0752,-7.51,1,0.0325,144.047,4,0.274,27
0.000561,0.71,218621,0.746,0.294,6,0.114,-4.707,1,0.0353,125.016,4,0.862,41
0.166,0.296,328643,0.48,0.934,0,0.112,-9.685,1,0.0281,133.509,4,0.157,40
0.821,0.727,75000,0.382,0.712,9,0.113,-11.545,0,0.385,80.055,4,0.248,17
0.0955,0.367,231178,0.761,0,5,0.0886,-4.249,1,0.117,92.927,4,0.344,43
0.419,0.368,332827,0.448,0,5,0.16,-13.123,1,0.0385,186.975,4,0.685,46
0.00616,0.779,184893,0.552,2.61E-05,11,0.068,-6.047,0,0.0416,108.013,4,0.967,15
0.51,0.499,197647,0.362,0,7,0.28,-8.206,1,0.0621,84.45,4,0.618,38
0.336,0.649,270560,0.779,0,8,0.125,-5.346,1,0.382,80.411,4,0.673,43
0.0299,0.607,180000,0.8,0,7,0.707,-7.701,1,0.0964,75.988,4,0.68,50
0.444,0.948,192904,0.743,0.000772,6,0.0912,-3.672,0,0.0646,102.03,4,0.551,37
0.000725,0.767,179915,0.675,0.00349,7,0.371,-7.881,1,0.0365,110.055,4,0.905,44
0.597,0.668,220013,0.801,4.39E-06,2,0.11,-4.284,1,0.0321,149.892,4,0.767,20
0.0215,0.698,256080,0.968,0.862,7,0.111,-11.012,0,0.0337,136.884,4,0.39,1
0.000305,0.484,280373,0.932,0,6,0.0768,-2.561,0,0.0559,122.027,4,0.609,47
0.586,0.872,120000,0.142,0.0752,9,0.111,-10.473,0,0.537,88.171,4,0.528,45
0.397,0.757,195773,0.415,0.000492,5,0.0741,-3.827,1,0.0801,78.062,4,0.606,38
0.28,0.846,192000,0.629,0.000861,9,0.096,-9.396,1,0.28,149.991,4,0.244,39
0.00339,0.724,395442,0.97,0.896,2,0.106,-8.415,1,0.0358,136.868,4,0.432,0
0.0342,0.573,215172,0.577,0,0,0.0936,-5.86,0,0.0451,72.57,4,0.283,50
0.669,0.75,234027,0.473,0,1,0.103,-6.906,1,0.0427,108.016,4,0.337,52
0.36,0.716,158672,0.648,0,2,0.184,-4.412,1,0.0283,127.967,4,0.673,41
0.0893,0.703,178427,0.761,0,11,0.238,-5.318,1,0.0281,118.986,4,0.929,25
0.0568,0.705,194674,0.712,0,11,0.0921,-5.409,1,0.156,173.964,4,0.867,60
0.00345,0.755,252280,0.381,0.63,2,0.0834,-19.431,1,0.0704,99.986,4,0.298,34
0.0905,0.632,201971,0.65,9.03E-06,8,0.112,-6.809,1,0.0342,129.955,4,0.266,20
0.359,0.742,143773,0.809,0,8,0.0998,-3.423,1,0.0325,118.059,4,0.937,43
0.386,0.819,239198,0.47,0,1,0.248,-7.189,1,0.0851,130.048,4,0.49,44
0.0176,0.618,211787,0.746,6.15E-05,7,0.0936,-5.144,0,0.0273,127.052,4,0.5,30
0.953,0.188,206613,0.28,0.811,11,0.166,-17.162,1,0.0423,103.577,3,0.0904,12
0.000181,0.496,195403,0.843,0.00024,9,0.35,-3.358,1,0.0537,163.955,4,0.703,44
0.0077,0.784,175926,0.903,0.00028,10,0.291,-7.304,0,0.0423,124.019,4,0.405,36
0.000637,0.695,155109,0.674,0.033,0,0.396,-7.314,1,0.0365,126.101,4,0.341,41
0.549,0.619,192877,0.91,0,1,0.328,-2.761,0,0.133,125.972,4,0.412,43
0.564,0.963,128139,0.748,1.09E-06,0,0.0887,-4.942,1,0.0537,110.976,4,0.903,46
0.00433,0.401,429251,0.425,0.0633,9,0.0857,-9.553,0,0.0256,81.974,4,0.0818,46
0.932,0.706,158999,0.22,0.801,11,0.273,-9.583,0,0.505,80.103,4,0.922,30
0.297,0.502,192578,0.7,0,1,0.154,-3.66,1,0.126,87.201,4,0.64,48
0.652,0.661,306423,0.548,0.265,10,0.0913,-4.053,0,0.0407,75.068,4,0.0954,57
0.000123,0.413,271293,0.893,0.0174,11,0.093,-7.294,1,0.0742,170.074,4,0.463,42
0.0176,0.408,310599,0.791,0.722,11,0.973,-7.653,0,0.0446,137.822,4,0.497,44
0.00513,0.523,244918,0.867,0,5,0.371,-2.28,1,0.0854,121.926,4,0.204,45
0.0803,0.8,177600,0.611,0,1,0.105,-8.466,1,0.158,100.025,4,0.507,50
